Hydropower Station Name,Database Status,ID,Country,ISO,Reservoir Name,Lake Name,Purpose,Admin_unit,Owner ,Near_city,District ,River,Main_basin,Catch_Area ,Op_Status,Comissioned,DamComplete,No_Units,Dam_hgt ,WaterHeadhgt( max),WaterHeadHgt (min),Res_capacityMm3,Res_area km2,HPP_elec_cap,Transm_exist,Transm_length,Transm_planned,Hydropower_Type,Ann_firm_gen,Ann_tot_gen,Lat (reservoir/dam),Long (reservoir/dam),Lat (hydropower station 1),Long (hydropower station 1),Lat (hydropower station 2),Long (hydropower station 2),Display,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Reference 9,Reference 10,Comment,Column1
Dhuti Weir,Unable to match with a hydropower station,2,India,IND,,,"Irrigation, Hydropower",Madhya Pradesh,"WRD, Govt. of MP",Lamta ,Balaght,Wainganga,Godavari River,,Completed ,Operational since 1923,1923,,17.52,,,14.86,2.588,,,,,Storage,,,22.114888,80.05422,,,,,Unable to match dam with a hydropower station,http://www.indiaenvironmentportal.org.in/files/file/NRLD%202018.pdf,http://www.mpenvis.nic.in/index2.aspx?slid=1799&sublinkid=796&langid=1&mid=1,,,,,,,,,,
Borina Lower T,Not hydro,3,India,IND,,,"Irrigation, Hydropower",Madhya Pradesh,,Katni,,Borina,,,,Operational since 1923,,,19.16,,,1.61,0.516,,,,,,,,,,,,,,"Non-Hydro, excluded",http://documents.worldbank.org/curated/en/800481468771658624/pdf/E88803.pdf,,,,,,,,,,No infomration of hydropower on this dam,
Kaketo,Not hydro,6,India,IND,,,Irrigation,Madhya Pradesh,,N.A.,,Parwati,Yamuna ,,,Operational since 1934,,,37.64,,,80.51,8.906,,,,,,,,,,,,,,"Non-Hydro, excluded",,,,,,,,,,,Irrigation project. Non-powered dam,
Dhamni (Surya),Matched with hydro station,74,India,IND,,,"Irrigation, Hydropower",Maharashtra,Government of Maharashtra,Dhamni,,Surya,,,Operational ,Operational since 1987,1987,1,59,,,285.31,17.76,6,,,,Storage,,,19.923729,73.058815,19.921364,73.057452,,,"Matched Dams, Stations and Reservoirs",http://ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Surya,,,,,,,,,,,
Itiadoh Dam,Matched with hydro station,42,India,IND,,,"Irrigation, Hydropower",Maharashtra,Government of Maharashtra,Arjuni,,Garvi,,,Operational ,Operational since 1970,1970,1,29.85,,,288.83,46.91,0.5,,,,Storage,,,20.80072,80.166914,,,,,"Matched Dams, Stations and Reservoirs",https://wrd.maharashtra.gov.in/Site/Upload/PDF/25-01-2019_hydro.pdf,,,,,,,,,,,
Kasari,Matched with hydro station,78,India,IND,,,"Irrigation, Hydropower",Maharashtra,Government of Maharashtra,Kolhapur,,Kasari River,,,Operational ,Operational since 1990,1990,1,44.24,,,87.56,0.534,2.5,,,,Storage,,,18.622309,73.665319,,,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Kasari,,,,,,,,,,,
Majalgaon,Matched with hydro station,75,India,IND,,,"Irrigation, Hydropower",Maharashtra,Government of Maharashtra,Majalgaon,,Sindphana,,,Operational ,Operational since 1987,1987,3,31.19,,,4.54,78.13,2.25,132,,,Storage,,,19.160156,76.187849,,,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Majalgaon,,,,,,,,,,,
Manikdoh,Matched with hydro station,68,India,IND,,,"Irrigation, Hydropower",Maharashtra,Government of Maharashtra,Junnar,,Kukadi,,,Operational ,Operational since 1984,1984,1,51.8,,,308.06,18.434,6,,,,Storage,,,19.234737,73.813877,19.23457,73.814542,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Manikdoh%20Hydro%20Power%20Station,,,,,,,,,,,
Upper Wardha,Matched with hydro station,81,India,IND,,,"Irrigation, Hydropower",Maharashtra,Government of Maharashtra,Amrawati,,Wardha,,,,Operational since 1993,,,46.2,,,786.48,93.122,,,,,Storage,,,21.2744,78.0611,,,,,"Matched Dams, Stations and Reservoirs",http://dilipgandhi.in/eedd/projects.html,,,,,,,,,,,
Wan,Matched with hydro station,89,India,IND,,,"Irrigation, Hydropower",Maharashtra,Government of Maharashtra,Akola,,Wan,,,Operational ,Operational since 2000,2000,1,67.65,,,83.465,4.391,1.5,,,,Storage,,,21.183181,76.77171,,,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Wan%20SHP,,,,,,,,,,,
Varasgaon (Vir Baji Pasalkar),Matched with hydro station,54,India,IND,,,"Irrigation, Hydropower",Maharashtra,MAHAGENCO,Velhe,,Mosi,,,Operational ,Operational since 1977,1977,1,63.4,,,374,24.2,8,132,,,Storage,,,18.38713,73.612527,18.387436,73.613369,,,"Matched Dams, Stations and Reservoirs",http://patilengineers.in/WorkH.html,https://sets.mahagenco.in/mspgclsets/getDocumentAction.action?documentId=2638189,https://www.dypiemr.ac.in/images/Downloads/MechnicalEngineering/Industrial_visits/201819warasgaonHydropowerStationPune201819.pdf,http://lib.unipune.ac.in:8080/xmlui/bitstream/handle/123456789/9190/12_chapter%203.pdf?sequence=12&isAllowed=y,,,,,,,,
Bhatghar,Matched with hydro station,4,India,IND,,,"Irrigation, Hydropower",Maharashtra,Maharashtra State Power Generation Co (MAHAGENCO),Bhor,,Yelwati,,,Operational ,Operational since 1927,1927,1,57.92,,,670.65,31.9,16,132,,,Storage,,,18.174093,73.869941,18.173641,73.870304,,,"Matched Dams, Stations and Reservoirs",https://www.mahagenco.in/index.php/generation,,,,,,,,,,,
Koyna I-IV,Matched with hydro station,118,India,IND,Koyna,,Hydropower,Maharashtra,Maharashtra State Power Generation Co (MAHAGENCO),Patan,,Koyna,,,Operational ,Operational since 1964,1964,8+4+4,103,,,2800,115,1920,220,,,Storage,,3030,17.401783,73.75168,17.401885,73.750478,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Tillar (Main),Matched with hydro station,161,India,IND,,,Hydropower,Maharashtra,Maharashtra State Power Generation Co (MAHAGENCO),Chandgad,,Tillari,,,Operational ,Operational since 1986,1986,1,38.05,,,113.266,9.29,60,,,,Run-of-River,,133,15.788891,74.301045,15.80952,74.158653,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Pench (Totladoh),Matched with hydro station,170,India,IND,Pench,,Hydropower,Maharashtra,MPPGCL,Ramtek,,Pench,,,Operational ,Operational since 1986,1986,2,74.5,,,1240,77.71,160,,,,Storage,,315.36,21.658768,79.232181,21.655976,79.236929,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Kanher,Matched with hydro station,72,India,IND,,,"Irrigation, Hydropower",Maharashtra,MSPGCL,Satara,,Wenna,,,Operational ,Operational since 1986,1986,1,50.34,,,286,0.0186,4,,,,Storage,,,17.738189,73.916185,17.738567,73.917097,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Kanher%20Hydro%20Power%20Sation,,,,,,,,,,,
Yeldari,Matched with hydro station,40,India,IND,,,"Irrigation, Hydropower",Maharashtra,MSPGCL,Yeldari,,Purna,,,Operational ,Operational since 1968,1968,3,51.2,,,934.31,101.54,22.5,132,,,Storage,,,19.720041,76.732189,19.719652,76.733157,,,"Matched Dams, Stations and Reservoirs",,,,,,,,,,,,
Dhom,Matched with hydro station,55,India,IND,,,"Irrigation, Hydropower",Maharashtra,MSPGCL ,Wal,,Krishna,,,Operational ,Operational since 1977,1977,2,50,,,382.27,24.98,2,,,,Storage,,,17.984472,73.818558,17.974762,73.820119,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Dhom%20Hydro%20Power%20Station,,,,,,,,,,,
Paithan (Jayakwadi) ,Matched with hydro station,51,India,IND,,,"Irrigation, Hydropower",Maharashtra,MSPGCL ,Paithan,,Godavan,,,Operational ,Operational since 1976,,,41.3,,,2910,398,12,132,,,Pumped Storage,,,19.485619,75.370193,19.483525,75.369566,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Paithan%20Hydro%20Power%20Station,,,,,,,,,,,
Ujjani,Matched with hydro station,65,India,IND,,,"Irrigation, Hydropower",Maharashtra,MSPGCL ,Indapur,,Bhima,,,Operational ,Operational since 1980,1980,1,56.4,,,3320,290,12,132,,,Pumped Storage,,,18.073624,75.120073,18.072219,75.119325,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/DetailsPage.aspx?option=1&stName=Ujjani%20Hydro%20Power%20Station,,,,,,,,,,,
Radhanagari,Matched with hydro station,9,India,IND,,,"Irrigation, Hydropower",Maharashtra,R. M. Mohite Textiles Ltd.,Kolhapur,,Bhogawati,,,Operational ,Operational since 1954,1954,2,42.68,,,236.81,0.11,10,110,,,Storage,,,16.407841,73.961429,16.40713,73.961537,,,"Matched Dams, Stations and Reservoirs",https://cdm.unfccc.int/filestorage/S/Z/O/SZONQX48N8YZR7LOZODDMF9X7WQLG9/PDD%20Radhanagari%20Hydro%20Electric%20Project%20India_20%2004%2006%20final.pdf?t=ZXZ8cHhjenlufDBZynls8hoOlw_PjDvI5pVw,,,,,,,,,,,
Bhira (Unnai Dam),Matched with hydro station,160,India,IND,,,Hydropower,Maharashtra,Tata Power,Raigad,,Bhira,,,Operational ,Operational since 1986,1986,7,28,,,9.09,8.08,300,,,,Run-of-River,,75,18.462146,73.383638,18.454609,73.390992,,,"Matched Dams, Stations and Reservoirs",https://www.poweronline.com/doc/tata-power-integrates-micro-hydro-turbine-bhira-hydro-power-maharashtra-0001,,,,,,,,,,,
Mulshi,"Part of cascade system, not directly linked to hydro station",101,India,IND,,,Hydropower,Maharashtra,Tata Power,Pune,,Mula,,,Operational ,Operational since 1927,,,48.8,,,604,3.802,,,,,Pumped Storage,,775,18.533646,73.462024,,,,,"Excluded as part of cascade complex, not linked to power house",https://mumbaimirror.indiatimes.com/mumbai/civic/tata-power-loses-water-resource-to-bhima-basin/articleshow/65266014.cms,,,,,,,,,,"Part of Bhira project which consist of six reservoirs:  Mulshi, Bhushi, Bhira, Valvand, Thokarwadi and Shirvate",
Chaskaman,Matched with hydro station,86,India,IND,,,"Irrigation, Hydropower",Maharashtra,Vindhyachal Hydro Power Pvt. Ltd,Khed,Pune,Bhima,,,Operational ,Operational since 1998,2002,1,46.28,,,24.169,18.9,3,,,,Storage,,,18.960853,73.785531,18.961203,73.786175,,,"Matched Dams, Stations and Reservoirs",http://www.ahec.org.in/shpdatabase/Search/StationDetail.aspx?stName=CHASKAMAN%20Hydro%20Electric%20Project,http://vhplgroup.com/chaskaman.html,,,,,,,,,,
Jangamhatti,Matched with hydro station,18,India,IND,,,"Irrigation, Hydropower",Maharashtra,Warana Power Co-operative,Do,,Honhal Nalla,,,Operational ,Operational since 1995,1995,1,28.9,729,712,34.65,4.763,0.5,,,,Storage,,,15.863392,74.290055,,,,,"Matched Dams, Stations and Reservoirs",http://www.waranapower.com/jangamhatti.html,https://wrd.maharashtra.gov.in/Site/Upload/PDF/25-01-2019_hydro.pdf,,,,,,,,,"Floating PV implemented at 20.803719, 80.165852",
Patgaon,Matched with hydro station,79,India,IND,,,"Irrigation, Hydropower",Maharashtra,Warana Power Co-operative,Kolhapur,,Vedganga,,,Operational ,Operational since 1990,1990,1,39.19,629.6,609.45,105.242,10.7002,2.5,,,,Storage,,,16.123843,73.931789,16.125242,73.932358,,,"Matched Dams, Stations and Reservoirs",http://www.waranapower.com/patgaon.html,,,,,,,,,,,
Tulshi,Matched with hydro station,60,India,IND,,,"Irrigation, Hydropower",Maharashtra,Warana Power Co-operative,Radhanagari,,Tulshi,,,Operational ,Operational since 1978,1978,2,48.68,619,594,98.29,1.35,1.6,,,,Storage,,,17.96794,73.22329,,,,,"Matched Dams, Stations and Reservoirs",http://www.waranapower.com/tulashi.html,,,,,,,,,,,
Chinohali,Unable to match with a hydropower station,19,India,IND,,,"Irrigation, Hydropower",Maharashtra,,Mandangad,,Local Nala,,,,Unknown,,,25.55,,,,0.209,,,,,,,,,,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Deogad,Matched with hydro station,20,India,IND,,,"Irrigation, Hydropower",Maharashtra,,Kankavali,,Karli Nalla,,,Operational ,Operational since 2010,2010,1,50.58,,,100.428,5.731,1.5,,,,Storage,,,16.3873,73.781218,,,,,"Matched Dams, Stations and Reservoirs",,,,,,,,,,,,
Girna,Unable to match with a hydropower station,41,India,IND,,,"Irrigation, Hydropower",Maharashtra,,Nandgaon,,Girna,,,,Operational since 1969,,,54.56,,,608.96,60.04,,,,,Storage,,,20.479452,74.716015,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Kolkewadi,"Part of cascade system, not directly linked to hydro station",143,India,IND,,,Hydropower,Maharashtra,,Ratnagiri,,Local Nala,,,,Operational since 1975,,,64,,,36.22,0.167,,,,,Storage,,,17.473133,73.643821,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of the Koyna Hydroelectric Project,
Mahamadwad (Nardave),Under construction / stalled,21,India,IND,,,"Irrigation, Hydropower",Maharashtra,,Kankavali,,Local Nala,,,Under Construction ,Unknown,,1,59.33,,,123.74,5.53,3,,,,Run-of-River,,,16.201777,73.883529,,,,,"Under Construction, stalled",http://ahec.org.in/publ/shp_database/Maharashtra_under_construction_projects.pdf,,,,,,,,,,,
Purna,Unable to match with a hydropower station,24,India,IND,,,"Irrigation, Hydropower",Maharashtra,,Amravati,,Purna,,,,Unknown,,,38,,,41.759,5.88,,,,,Storage,,,21.367265,77.76476,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Sandheri,Unable to match with a hydropower station,162,India,IND,,,Hydropower,Maharashtra,,Mhasala,,Local Nala,,,,Operational since 1986,,,27.52,,,2.496,0.336,,,,,Storage,,,18.083823,73.237141,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Shirwata Lake,"Part of cascade system, not directly linked to hydro station",99,India,IND,,,Hydropower,Maharashtra,,Lonawala,,Indrayani,,,,Operational since 1920,,,38.7,,,0.186,0.01308,,,,,Storage,,,18.807798,73.480038,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,"Part of Bhira project which consist of six reservoirs:  Mulshi, Bhushi, Bhira, Valvand, Thokarwadi and Shirvate",
Talamba,Under construction / stalled,17,India,IND,,,"Irrigation, Hydropower",Maharashtra,,Kudal,,Karli,,,Under Construction ,Unknown,,,58.35,,,297.15,20.77,4,,,,Run-of-River,,,16.041215,73.890159,,,,,"Under Construction, stalled",https://wrd.maharashtra.gov.in/Site/Upload/PDF/WFRB_Vol%20II%20Ch%2012%20to%2025.pdf,https://wrd.maharashtra.gov.in/Site/Upload/PDF/25-01-2019_hydro.pdf,,,,,,,,,,
Thakurwadi,"Part of cascade system, not directly linked to hydro station",100,India,IND,,,Hydropower,Maharashtra,,Vadegaon,,Indrayani,,,,Operational since 1922,,,59.44,,,3.741,0.56,,,,,Storage,,,18.904176,73.534377,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,"Part of Bhira project which consist of six reservoirs:  Mulshi, Bhushi, Bhira, Valvand, Thokarwadi and Shirvate",
Tillari (Forebay),"Part of cascade system, not directly linked to hydro station",157,India,IND,,,Hydropower,Maharashtra,,Chandgad,,Kharani Nalla,,,,Operational since 1985,,,23,,,2.124,0.66,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,,
Valvan Lake,"Part of cascade system, not directly linked to hydro station",98,India,IND,,,Hydropower,Maharashtra,,Lonawala,,Indrayani,,,,Operational since 1917,,,26.37,,,0.072,0.622,,,,,Storage,,,18.764775,73.425021,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,"Part of Bhira project which consist of six reservoirs:  Mulshi, Bhushi, Bhira, Valvand, Thokarwadi and Shirvate",
Vir,Unable to match with a hydropower station,36,India,IND,,,"Irrigation, Hydropower",Maharashtra,,Khandala,,Nira,,,,Operational since 1965,,,35.81,,,,31.31,,132,,,,,,,,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
"Umiam St.I-IV, Umtru & New Umtru",Matched with hydro station,120,India,IND,Umiam,,Hydropower,Meghalaya,Meghalaya State Electricity Board,Shillong,,Umiam,,,Operational ,Operational since 1964,1965,4+2+2+2+4+2,36,,,181.3,10.2,227.2,,,,Storage,,755,25.659378,91.900247,,,,,"Matched Dams, Stations and Reservoirs",http://meecl.nic.in/?page_id=677,https://www.jica.go.jp/english/our_work/evaluation/oda_loan/post/2007/pdf/project33_full.pdf,http://mserc.gov.in/orders/TariffOrders_2018/MePGCL_Tariff_2018-19.pdf,,,,,,,,"All the Generating Stations except Sonapani Mini Hydel Project and Leshka, as
indicated in the Table 2.2, are hydel power stations  the main reservoir at
Umiam for all the stages. Therefore, all these stages depend mainly on water
availability at the Umiam reservoir. ",
Umtru Dam (Umtru & New Umtru),"Part of cascade system, not directly linked to hydro station",109,India,IND,,,Hydropower,Meghalaya,Meghalaya State Electricity Board,Guahati,,Umtru,,,,Unknown,,,24,,,1.97,,,,,,Run-of-River,,,26.006727,91.811301,26.012705,91.823692,26.011548,91.819315,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Umtrm project,
Krdemkulai Ii,"Part of cascade system, not directly linked to hydro station",110,India,IND,,,Hydropower,Meghalaya,,Shillong,,Umtru,,,,Unknown,,,35,,,8.2,,,,,,Storage,,,25.731692,91.794614,25.729282,91.795565,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Umtrm project,
Kyrdemkulai  (Stage-III. HEP),"Part of cascade system, not directly linked to hydro station",111,India,IND,,,Hydropower,Meghalaya,,Shillong,,Umtru,,,,Unknown,,,27,,,470,,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Umtrm project,
Upper Shilong,"Part of cascade system, not directly linked to hydro station",112,India,IND,,,Hydropower,Meghalaya,,Shillong,,N.A.,,,,Unknown,,,24,,,0.442,,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Umtrm project,
Machkund (Jalaput),Matched with hydro station,108,India,IND,Machkund,,Hydropower,Odisha,APGENCO,Jalapat,,Sileru,,,Operational ,Operational since 1959,1959,6,61,,,70.61,97.12,114.75,,,,Storage,,670,18.459133,82.548179,18.508412,82.440982,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Balimela,Matched with hydro station,59,India,IND,Balimela,,"Irrigation, Hydropower",Odisha,OHPC,Chitrakonda,,Sileru,,,Operational ,Operational since 1973,1973,8,70,,,3695.3,169.08,510,,,,Storage,,1183,18.140634,82.120094,,,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Hirakud I&II,Matched with hydro station,13,India,IND,Hirakud,,"Irrigation, Hydropower",Odisha,OHPC,Sambalpur,,Mahandi,,,Operational ,Operational since 1957,1957,7+3,59,,,8136,743,347.5,,,,Storage,,863.05,21.530161,83.869669,21.517041,83.85268,21.353235,83.915768,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Indravati,Matched with hydro station,82,India,IND,Indravati,,"Irrigation, Hydropower",Odisha,OHPC,Nawrangpur,,Indravati,,,Operational ,Operational since 1996,1996,,45,,,2300,110,600,,,,Storage,,1962,19.27624,82.829832,19.427038,82.859623,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Rengali,Matched with hydro station,71,India,IND,Rengali,,"Irrigation, Hydropower",Odisha,OHPC,Angul,,Brahmani,,,Operational ,Operational since 1985,1985,5,70.5,,,5150,378.4,250,,,,Storage,,525,21.27546,85.034867,21.27546,85.034867,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Upper Kolab,Matched with hydro station,70,India,IND,Upper Kolab,,"Irrigation, Hydropower",Odisha,OHPC,Jeypore,,Kolab,,,Operational ,Operational since 1988,1988,4,55,,,1215,122,320,132,,,Storage,,832,18.788598,82.600263,18.831593,82.593709,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Giakhai,Unable to match with a hydropower station,76,India,IND,,,"Irrigation, Hydropower",Odisha,,Nayagarh,,Gaikhai Nalla,,,,Operational since 1987,,,15.84,,,2.12,0.193,,,,,,,,,,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Kapur (Upper Indrawati Project),"Part of cascade system, not directly linked to hydro station",83,India,IND,,,"Irrigation, Hydropower",Odisha,,Nawrangpur,,Kapur,,,,Operational since 1996,,,64,,,1490,0.11,,,,,Storage,,,19.197773,82.779955,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Upper Indrawati Project,
Muran (Upper Indrawati Project),"Part of cascade system, not directly linked to hydro station",84,India,IND,,,"Irrigation, Hydropower",Odisha,,Nawrangpur,,Muran,,,,Operational since 1996,,,65,,,1490,0.11,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Upper Indrawati Project,
Podagada (Upper Indrawati Pro.),"Part of cascade system, not directly linked to hydro station",85,India,IND,,,"Irrigation, Hydropower",Odisha,,Nawrangpur,,Podagada,,,,Operational since 1996,,,77.5,,,1490,0.11,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Upper Indrawati Project,
Kotla & Ganguwal (Nangal Dam),Matched with hydro station,10,India,IND,,,"Irrigation, Hydropower",Punjab,BBMB,Nangal Township,,Satluj,,,Operational ,Operational since 1954,1954,3+3,29,,,19.736,,155.3,132,,,Run-of-River,,1358,31.380942,76.367725,31.213524,76.54866,31.27184,76.493851,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,Nagal Dam is 25 and 18 km away from Kotla and Ganguwal power house.,
Ranjit Sagar,Matched with hydro station,88,India,IND,Ranjit Sagar,,"Irrigation, Hydropower",Punjab,PSPCL,Pathankot,,Ravi,,,Operational ,Operational since 2000,2000,4,47,,,2340,87.6,600,220,,,Storage,,1507,32.4426,75.728477,32.441776,75.7322,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Mahi Bajaj I & II,Matched with hydro station,69,India,IND,Mahi Bajaj Sagar,,"Irrigation, Hydropower",Rajasthan,RRVUNL,Banswara,,Mahi,,,Operational ,Operational since 1985,1989,2,74.5,,,2180,134,140,,,,Storage,,289,23.628572,74.546582,23.628121,74.545628,23.544592,74.505788,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Ranapratap Sagar,Matched with hydro station,43,India,IND,Ranapratap Sagar,,"Irrigation, Hydropower",Rajasthan,RRVUNL,Kota,,Chambal,,,Operational ,Operational since 1970,1970,4,53.95,,,2900,198.29,172,132,,,Storage,,459,24.918173,75.581395,24.918173,75.581395,,,"Matched Dams, Stations and Reservoirs",https://water.rajasthan.gov.in/content/dam/water/water-resources-department/majprprojects/ranapratapsagar.pdf,,,,,,,,,,,
Kota Barrage,Not hydro,23,India,IND,,,Irrigation,Rajasthan,,Kota,,Chambal,,,,Operational since 1960,,,32.4,,,112,5.82,,220/132,,,,,,25.176748,75.825608,,,,,"Non-Hydro, excluded",https://water.rajasthan.gov.in/content/dam/water/water-resources-department/majprprojects/kotabarrage.pdf,,,,,,,,,,Irrigation project. Non-powered dam,
Rangit,Matched with hydro station,113,India,IND,Rangit,,Hydropower,Sikkim,NHPC,Leghip,,Rangit,,,Operational ,Operational since 2000,2000,3,43,,,1.79,,60,,,,Run-of-River,,338.6,27.29456,88.292276,,,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
East Varahapallam Weir,"Part of cascade system, not directly linked to hydro station",137,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,Uthagamandaam,,E V Pallam,,,Operational ,Operational since 1967,,,18,,,0.4,,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,,
Kadamparai,Matched with hydro station,106,India,IND,Kadamparai,,Hydropower,Tamil Nadu,TANGEDCO,Pollachi,,Kadamparai,,,Operational ,Operational since 1987,1987,4,67,,,30.85,,400,,,,Pumped Storage,,77,10.393154,77.04478,10.410603,77.043492,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Kodayar I,Matched with hydro station,140,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,K Kunchi,,Kodayar,,,Operational ,Operational since 1972,1972,1,88,,,98.51,8.36,60,,,,Storage,,165,8.522037,77.359694,8.531991,77.312378,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Kodayar II,Matched with hydro station,141,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,Nagercoil,,Kodayar,,,Operational ,Operational since 1972,1972,1,61,,,0.888,41.8,40,,,,Storage,,165,8.524733,77.354562,8.503907,77.311759,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
